filename,width,height,aspect_ratio,file_size_mb,resolution,channels
12466.png,512,512,1.0,0.1471118927001953,512x512,3
1248.png,512,512,1.0,0.13492393493652344,512x512,3
12481.png,512,512,1.0,0.11818408966064453,512x512,3
12488.png,512,512,1.0,0.2007904052734375,512x512,3
12496.png,512,512,1.0,0.11398792266845703,512x512,3
1250.png,512,512,1.0,0.16333866119384766,512x512,3
12500.png,512,512,1.0,0.08283042907714844,512x512,3
12511.png,512,512,1.0,0.141845703125,512x512,3
12530.png,512,512,1.0,0.06968879699707031,512x512,3
12557.png,512,512,1.0,0.10834693908691406,512x512,3
12564.png,512,512,1.0,0.1337604522705078,512x512,3
12623.png,512,512,1.0,0.1922435760498047,512x512,3
12624.png,512,512,1.0,0.11862850189208984,512x512,3
12641.png,512,512,1.0,0.10758686065673828,512x512,3
12653.png,512,512,1.0,0.2333202362060547,512x512,3
12668.png,512,512,1.0,0.1783285140991211,512x512,3
12678.png,512,512,1.0,0.07742500305175781,512x512,3
12685.png,512,512,1.0,0.16207122802734375,512x512,3
12687.png,512,512,1.0,0.12314605712890625,512x512,3
12695.png,512,512,1.0,0.0990610122680664,512x512,3
12697.png,512,512,1.0,0.17574405670166016,512x512,3
12703.png,512,512,1.0,0.14023780822753906,512x512,3
12705.png,512,512,1.0,0.19005298614501953,512x512,3
12709.png,512,512,1.0,0.1594085693359375,512x512,3
12718.png,512,512,1.0,0.16082096099853516,512x512,3
12761.png,512,512,1.0,0.1808147430419922,512x512,3
12775.png,512,512,1.0,0.13846492767333984,512x512,3
12790.png,512,512,1.0,0.14544010162353516,512x512,3
12793.png,512,512,1.0,0.15641403198242188,512x512,3
12803.png,512,512,1.0,0.2973299026489258,512x512,3
12806.png,512,512,1.0,0.12862586975097656,512x512,3
12817.png,512,512,1.0,0.11219310760498047,512x512,3
1282.png,512,512,1.0,0.18935012817382812,512x512,3
1283.png,512,512,1.0,0.13446521759033203,512x512,3
12840.png,512,512,1.0,0.11755084991455078,512x512,3
12853.png,512,512,1.0,0.24202919006347656,512x512,3
12870.png,512,512,1.0,0.126556396484375,512x512,3
12874.png,512,512,1.0,0.10875511169433594,512x512,3
12896.png,512,512,1.0,0.09907722473144531,512x512,3
12919.png,512,512,1.0,0.06205463409423828,512x512,3
12940.png,512,512,1.0,0.17127132415771484,512x512,3
1295.png,512,512,1.0,0.19860172271728516,512x512,3
12957.png,512,512,1.0,0.16074275970458984,512x512,3
12961.png,512,512,1.0,0.1409454345703125,512x512,3
12980.png,512,512,1.0,0.07284736633300781,512x512,3
13005.png,512,512,1.0,0.19236183166503906,512x512,3
13008.png,512,512,1.0,0.17481040954589844,512x512,3
13013.png,512,512,1.0,0.17605018615722656,512x512,3
13017.png,512,512,1.0,0.11385345458984375,512x512,3
13025.png,512,512,1.0,0.12261199951171875,512x512,3
13029.png,512,512,1.0,0.2179393768310547,512x512,3
13033.png,512,512,1.0,0.1785135269165039,512x512,3
13064.png,512,512,1.0,0.2397603988647461,512x512,3
13067.png,512,512,1.0,0.1752462387084961,512x512,3
13079.png,512,512,1.0,0.23749637603759766,512x512,3
13081.png,512,512,1.0,0.1748790740966797,512x512,3
13085.png,512,512,1.0,0.08960342407226562,512x512,3
13090.png,512,512,1.0,0.059584617614746094,512x512,3
13094.png,512,512,1.0,0.1642923355102539,512x512,3
13107.png,512,512,1.0,0.028449058532714844,512x512,3
13108.png,512,512,1.0,0.12064647674560547,512x512,3
13117.png,512,512,1.0,0.059782981872558594,512x512,3
13124.png,512,512,1.0,0.21326351165771484,512x512,3
13131.png,512,512,1.0,0.21692466735839844,512x512,3
13137.png,512,512,1.0,0.1361408233642578,512x512,3
13145.png,512,512,1.0,0.14914512634277344,512x512,3
13164.png,512,512,1.0,0.08258628845214844,512x512,3
1318.png,512,512,1.0,0.18222332000732422,512x512,3
13190.png,512,512,1.0,0.2119922637939453,512x512,3
13201.png,512,512,1.0,0.13266372680664062,512x512,3
13203.png,512,512,1.0,0.16753005981445312,512x512,3
13207.png,512,512,1.0,0.12944602966308594,512x512,3
13209.png,512,512,1.0,0.14475727081298828,512x512,3
13245.png,512,512,1.0,0.1850271224975586,512x512,3
1326.png,512,512,1.0,0.13563251495361328,512x512,3
13261.png,512,512,1.0,0.1302194595336914,512x512,3
13282.png,512,512,1.0,0.1523275375366211,512x512,3
13290.png,512,512,1.0,0.0999603271484375,512x512,3
13294.png,512,512,1.0,0.2006988525390625,512x512,3
133.png,512,512,1.0,0.1533803939819336,512x512,3
13304.png,512,512,1.0,0.15407276153564453,512x512,3
13325.png,512,512,1.0,0.10282611846923828,512x512,3
13338.png,512,512,1.0,0.2117166519165039,512x512,3
13344.png,512,512,1.0,0.1387796401977539,512x512,3
13346.png,512,512,1.0,0.047972679138183594,512x512,3
13355.png,512,512,1.0,0.1673288345336914,512x512,3
13372.png,512,512,1.0,0.03812694549560547,512x512,3
13379.png,512,512,1.0,0.11611366271972656,512x512,3
13380.png,512,512,1.0,0.1957721710205078,512x512,3
13397.png,512,512,1.0,0.0951070785522461,512x512,3
13403.png,512,512,1.0,0.09736156463623047,512x512,3
13406.png,512,512,1.0,0.1433086395263672,512x512,3
13420.png,512,512,1.0,0.07402896881103516,512x512,3
13426.png,512,512,1.0,0.17807674407958984,512x512,3
13435.png,512,512,1.0,0.2301807403564453,512x512,3
13442.png,512,512,1.0,0.09720516204833984,512x512,3
13457.png,512,512,1.0,0.1609640121459961,512x512,3
13459.png,512,512,1.0,0.2497386932373047,512x512,3
13474.png,512,512,1.0,0.18167972564697266,512x512,3
13486.png,512,512,1.0,0.1588897705078125,512x512,3
13501.png,512,512,1.0,0.07852554321289062,512x512,3
13508.png,512,512,1.0,0.16613197326660156,512x512,3
13512.png,512,512,1.0,0.24675369262695312,512x512,3
13524.png,512,512,1.0,0.22548198699951172,512x512,3
1354.png,512,512,1.0,0.12235355377197266,512x512,3
13548.png,512,512,1.0,0.12331962585449219,512x512,3
13570.png,512,512,1.0,0.17577648162841797,512x512,3
13598.png,512,512,1.0,0.12861156463623047,512x512,3
13603.png,512,512,1.0,0.18030834197998047,512x512,3
13608.png,512,512,1.0,0.1563243865966797,512x512,3
13632.png,512,512,1.0,0.22225189208984375,512x512,3
13671.png,512,512,1.0,0.11011505126953125,512x512,3
13677.png,512,512,1.0,0.1383495330810547,512x512,3
13693.png,512,512,1.0,0.14717864990234375,512x512,3
13695.png,512,512,1.0,0.18589305877685547,512x512,3
13708.png,512,512,1.0,0.16445541381835938,512x512,3
13714.png,512,512,1.0,0.12911510467529297,512x512,3
13715.png,512,512,1.0,0.18631362915039062,512x512,3
13719.png,512,512,1.0,0.19763755798339844,512x512,3
13727.png,512,512,1.0,0.1861896514892578,512x512,3
13742.png,512,512,1.0,0.15246200561523438,512x512,3
13751.png,512,512,1.0,0.06447887420654297,512x512,3
13771.png,512,512,1.0,0.1410369873046875,512x512,3
13774.png,512,512,1.0,0.16090869903564453,512x512,3
13807.png,512,512,1.0,0.16567611694335938,512x512,3
13812.png,512,512,1.0,0.14096641540527344,512x512,3
13847.png,512,512,1.0,0.14917469024658203,512x512,3
13852.png,512,512,1.0,0.24952125549316406,512x512,3
1391.png,512,512,1.0,0.10117244720458984,512x512,3
1394.png,512,512,1.0,0.1208028793334961,512x512,3
1401.png,512,512,1.0,0.17315673828125,512x512,3
14017.png,512,512,1.0,0.1416616439819336,512x512,3
14026.png,512,512,1.0,0.18776702880859375,512x512,3
14027.png,512,512,1.0,0.1542377471923828,512x512,3
1403.png,512,512,1.0,0.2017498016357422,512x512,3
14030.png,512,512,1.0,0.15302562713623047,512x512,3
14033.png,512,512,1.0,0.11821556091308594,512x512,3
14040.png,512,512,1.0,0.15760326385498047,512x512,3
14041.png,512,512,1.0,0.1722116470336914,512x512,3
14054.png,512,512,1.0,0.14096927642822266,512x512,3
14061.png,512,512,1.0,0.17911052703857422,512x512,3
14094.png,512,512,1.0,0.23225784301757812,512x512,3
1412.png,512,512,1.0,0.20926952362060547,512x512,3
14127.png,512,512,1.0,0.06911563873291016,512x512,3
14157.png,512,512,1.0,0.07117652893066406,512x512,3
14178.png,512,512,1.0,0.14075756072998047,512x512,3
14240.png,512,512,1.0,0.14712238311767578,512x512,3
14242.png,512,512,1.0,0.14135265350341797,512x512,3
14245.png,512,512,1.0,0.15369510650634766,512x512,3
14250.png,512,512,1.0,0.1867828369140625,512x512,3
14252.png,512,512,1.0,0.13683700561523438,512x512,3
14255.png,512,512,1.0,0.15152645111083984,512x512,3
14267.png,512,512,1.0,0.19301986694335938,512x512,3
14270.png,512,512,1.0,0.08234310150146484,512x512,3
14278.png,512,512,1.0,0.12091922760009766,512x512,3
1429.png,512,512,1.0,0.4418001174926758,512x512,3
14302.png,512,512,1.0,0.21171855926513672,512x512,3
14308.png,512,512,1.0,0.15954208374023438,512x512,3
14316.png,512,512,1.0,0.2498149871826172,512x512,3
14317.png,512,512,1.0,0.0988779067993164,512x512,3
14323.png,512,512,1.0,0.2396869659423828,512x512,3
14334.png,512,512,1.0,0.05276203155517578,512x512,3
14343.png,512,512,1.0,0.0710601806640625,512x512,3
14359.png,512,512,1.0,0.1611499786376953,512x512,3
14387.png,512,512,1.0,0.2689485549926758,512x512,3
14413.png,512,512,1.0,0.13541221618652344,512x512,3
14416.png,512,512,1.0,0.1551837921142578,512x512,3
14424.png,512,512,1.0,0.1674337387084961,512x512,3
14457.png,512,512,1.0,0.0924386978149414,512x512,3
14468.png,512,512,1.0,0.10124015808105469,512x512,3
14469.png,512,512,1.0,0.11817264556884766,512x512,3
1448.png,512,512,1.0,0.13847637176513672,512x512,3
14519.png,512,512,1.0,0.16520309448242188,512x512,3
14556.png,512,512,1.0,0.1535024642944336,512x512,3
1456.png,512,512,1.0,0.43741607666015625,512x512,3
14584.png,512,512,1.0,0.11208724975585938,512x512,3
14593.png,512,512,1.0,0.15606689453125,512x512,3
14597.png,512,512,1.0,0.17110824584960938,512x512,3
14606.png,512,512,1.0,0.16691303253173828,512x512,3
14620.png,512,512,1.0,0.2607078552246094,512x512,3
14623.png,512,512,1.0,0.14064979553222656,512x512,3
14643.png,512,512,1.0,0.07145404815673828,512x512,3
14647.png,512,512,1.0,0.22145652770996094,512x512,3
14665.png,512,512,1.0,0.05976676940917969,512x512,3
14676.png,512,512,1.0,0.15794754028320312,512x512,3
14678.png,512,512,1.0,0.19915390014648438,512x512,3
14679.png,512,512,1.0,0.0716257095336914,512x512,3
1468.png,512,512,1.0,0.09162044525146484,512x512,3
14692.png,512,512,1.0,0.1041707992553711,512x512,3
14694.png,512,512,1.0,0.12874507904052734,512x512,3
14707.png,512,512,1.0,0.2156658172607422,512x512,3
1471.png,512,512,1.0,0.11390876770019531,512x512,3
14714.png,512,512,1.0,0.1785430908203125,512x512,3
14725.png,512,512,1.0,0.23381805419921875,512x512,3
14775.png,512,512,1.0,0.09115886688232422,512x512,3
14781.png,512,512,1.0,0.11513614654541016,512x512,3
14795.png,512,512,1.0,0.2946910858154297,512x512,3
148.png,512,512,1.0,0.19998645782470703,512x512,3
14804.png,512,512,1.0,0.13427162170410156,512x512,3
14832.png,512,512,1.0,0.10910606384277344,512x512,3
14840.png,512,512,1.0,0.1553173065185547,512x512,3
14846.png,512,512,1.0,0.22691726684570312,512x512,3
14848.png,512,512,1.0,0.09297466278076172,512x512,3
14852.png,512,512,1.0,0.0635986328125,512x512,3
14883.png,512,512,1.0,0.19559383392333984,512x512,3
14892.png,512,512,1.0,0.093841552734375,512x512,3
14900.png,512,512,1.0,0.13867473602294922,512x512,3
14951.png,512,512,1.0,0.041896820068359375,512x512,3
1500.png,512,512,1.0,0.2651042938232422,512x512,3
1503.png,512,512,1.0,0.24291133880615234,512x512,3
1506.png,512,512,1.0,0.10316085815429688,512x512,3
1510.png,512,512,1.0,0.1294994354248047,512x512,3
1514.png,512,512,1.0,0.06842041015625,512x512,3
1516.png,512,512,1.0,0.06919193267822266,512x512,3
1523.png,512,512,1.0,0.17692089080810547,512x512,3
1547.png,512,512,1.0,0.1575174331665039,512x512,3
1548.png,512,512,1.0,0.35161399841308594,512x512,3
1565.png,512,512,1.0,0.07959842681884766,512x512,3
1569.png,512,512,1.0,0.10952281951904297,512x512,3
1571.png,512,512,1.0,0.21721839904785156,512x512,3
1593.png,512,512,1.0,0.1018972396850586,512x512,3
1594.png,512,512,1.0,0.1665487289428711,512x512,3
1605.png,512,512,1.0,0.2282114028930664,512x512,3
1606.png,512,512,1.0,0.15898704528808594,512x512,3
1639.png,512,512,1.0,0.14781665802001953,512x512,3
1644.png,512,512,1.0,0.2136096954345703,512x512,3
1647.png,512,512,1.0,0.054882049560546875,512x512,3
1651.png,512,512,1.0,0.11293411254882812,512x512,3
1655.png,512,512,1.0,0.2418203353881836,512x512,3
1657.png,512,512,1.0,0.12889766693115234,512x512,3
1672.png,512,512,1.0,0.21664142608642578,512x512,3
1681.png,512,512,1.0,0.2139873504638672,512x512,3
1682.png,512,512,1.0,0.16226768493652344,512x512,3
17.png,512,512,1.0,0.11212921142578125,512x512,3
1712.png,512,512,1.0,0.1705455780029297,512x512,3
1713.png,512,512,1.0,0.19206523895263672,512x512,3
1730.png,512,512,1.0,0.19109821319580078,512x512,3
1737.png,512,512,1.0,0.13466739654541016,512x512,3
1742.png,512,512,1.0,0.10361194610595703,512x512,3
175.png,512,512,1.0,0.18767929077148438,512x512,3
1756.png,512,512,1.0,0.21869373321533203,512x512,3
177.png,512,512,1.0,0.13255786895751953,512x512,3
1797.png,512,512,1.0,0.21137237548828125,512x512,3
1877.png,512,512,1.0,0.19907188415527344,512x512,3
1879.png,512,512,1.0,0.2132110595703125,512x512,3
1881.png,512,512,1.0,0.1968841552734375,512x512,3
1885.png,512,512,1.0,0.10704898834228516,512x512,3
19.png,512,512,1.0,0.19654464721679688,512x512,3
1900.png,512,512,1.0,0.17589187622070312,512x512,3
1907.png,512,512,1.0,0.044592857360839844,512x512,3
1912.png,512,512,1.0,0.14406394958496094,512x512,3
1936.png,512,512,1.0,0.12299537658691406,512x512,3
1937.png,512,512,1.0,0.09607219696044922,512x512,3
1942.png,512,512,1.0,0.15849685668945312,512x512,3
1950.png,512,512,1.0,0.20984458923339844,512x512,3
1968.png,512,512,1.0,0.10994911193847656,512x512,3
1970.png,512,512,1.0,0.1538982391357422,512x512,3
1976.png,512,512,1.0,0.1459808349609375,512x512,3
1980.png,512,512,1.0,0.12344169616699219,512x512,3
20004.png,512,512,1.0,0.16411495208740234,512x512,3
20005.png,512,512,1.0,0.12522125244140625,512x512,3
20009.png,512,512,1.0,0.11479568481445312,512x512,3
20010.png,512,512,1.0,0.09794330596923828,512x512,3
20011.png,512,512,1.0,0.2184762954711914,512x512,3
20012.png,512,512,1.0,0.23001575469970703,512x512,3
20015.png,512,512,1.0,0.15700912475585938,512x512,3
20038.png,512,512,1.0,0.06568336486816406,512x512,3
20050.png,512,512,1.0,0.1533794403076172,512x512,3
20056.png,512,512,1.0,0.17473506927490234,512x512,3
20059.png,512,512,1.0,0.41098690032958984,512x512,3
20060.png,512,512,1.0,0.16527175903320312,512x512,3
20072.png,512,512,1.0,0.11686229705810547,512x512,3
20076.png,512,512,1.0,0.14276123046875,512x512,3
20083.png,512,512,1.0,0.22730064392089844,512x512,3
20101.png,512,512,1.0,0.16846656799316406,512x512,3
20125.png,512,512,1.0,0.0869150161743164,512x512,3
20132.png,512,512,1.0,0.1286764144897461,512x512,3
20147.png,512,512,1.0,0.2143259048461914,512x512,3
20149.png,512,512,1.0,0.10994148254394531,512x512,3
20168.png,512,512,1.0,0.17716026306152344,512x512,3
2017.png,512,512,1.0,0.1277484893798828,512x512,3
20174.png,512,512,1.0,0.15254497528076172,512x512,3
20183.png,512,512,1.0,0.09474658966064453,512x512,3
20188.png,512,512,1.0,0.09902477264404297,512x512,3
20197.png,512,512,1.0,0.1628103256225586,512x512,3
20198.png,512,512,1.0,0.08662033081054688,512x512,3
20202.png,512,512,1.0,0.21194171905517578,512x512,3
20210.png,512,512,1.0,0.17441940307617188,512x512,3
20223.png,512,512,1.0,0.13788890838623047,512x512,3
20228.png,512,512,1.0,0.24612045288085938,512x512,3
2026.png,512,512,1.0,0.105377197265625,512x512,3
2052.png,512,512,1.0,0.1520376205444336,512x512,3
2057.png,512,512,1.0,0.2841005325317383,512x512,3
2059.png,512,512,1.0,0.12294292449951172,512x512,3
2075.png,512,512,1.0,0.2252483367919922,512x512,3
208.png,512,512,1.0,0.16217899322509766,512x512,3
2086.png,512,512,1.0,0.06478500366210938,512x512,3
2089.png,512,512,1.0,0.15803146362304688,512x512,3
2110.png,512,512,1.0,0.19583702087402344,512x512,3
2111.png,512,512,1.0,0.1647014617919922,512x512,3
